sample;annotation
цыконий;['TYPE']
цыкорий;['TYPE']
цып;['TYPE']
цыпл;['TYPE']
цыпле;['TYPE']
цыпленгк;['TYPE']
цыпленка;['TYPE']
цыпленлк;['TYPE']
цыплено;['TYPE']
цыпленок;['TYPE']
цыпленок в собственном;['TYPE', 'O', 'O']
цыпленок в собственном соку;['TYPE', 'O', 'O', 'O']
цыпленок пюре;['TYPE', 'TYPE']
цыпленок табака;['TYPE', 'TYPE']
цыпленокэ;['TYPE']
цыплята;['TYPE']
цыплёнка;['TYPE']
ч а;['O', 'O']
ч4снок;['TYPE']
ч5рноголовка;['TYPE']
ча1;['TYPE']
чаа;['TYPE']
чаабата;['TYPE']
чаабатка;['TYPE']
чаабаттка;['TYPE']
чабан;['TYPE']
чабата;['BRAND']
чабатта;['TYPE']
чабрец;['TYPE']
чабурек;['TYPE']
чавапчичи;['TYPE']
чаг;['TYPE']
чагуны;['TYPE']
чадо;['TYPE']
чаеи;['TYPE']
чаибата;['TYPE']
чай;['TYPE']
чай assand earl;['TYPE', 'BRAND', 'BRAND']
чай basil;['TYPE', 'BRAND']
чай basilu;['TYPE', 'BRAND']
чай basilur;['TYPE', 'BRAND']
чай beta tea;['TYPE', 'BRAND', 'BRAND']
чай earl gray;['TYPE', 'BRAND', 'BRAND']
чай eral grey;['TYPE', 'BRAND', 'BRAND']
чай greenfield мелисса;['TYPE', 'BRAND', 'BRAND']
чай lipto;['TYPE', 'BRAND']
чай nad;['TYPE', 'BRAND']
чай nadin;['TYPE', 'BRAND']
чай tess;['TYPE', 'BRAND']
чай азерчай;['TYPE', 'TYPE']
чай ассор;['TYPE', 'TYPE']
чай ассорт;['TYPE', 'TYPE']
чай бабушкино лу;['TYPE', 'BRAND', 'BRAND']
чай без добавок;['TYPE', 'O', 'O']
чай белли;['TYPE', 'BRAND']
чай беллин;['TYPE', 'BRAND']
чай бергамот;['TYPE', 'TYPE']
чай в п;['TYPE', 'O', 'O']
чай в пакетиках;['TYPE', 'TYPE', 'TYPE']
чай в пакетиках tess;['TYPE', 'O', 'O', 'BRAND']
чай в пакетике;['TYPE', 'O', 'O']
чай диабетически;['TYPE', 'TYPE']
чай диабетический;['TYPE', 'TYPE']
чай зава для;['TYPE', 'O', 'O']
чай зе;['TYPE', 'TYPE']
чай зел;['TYPE', 'TYPE']
чай зелен;['TYPE', 'TYPE']
чай зеленый;['TYPE', 'TYPE']
чай зеленый без добавок;['TYPE', 'TYPE', 'O', 'O']
чай зеленый в пакетиках;['TYPE', 'TYPE', 'O', 'O']
чай зеленый крупнолистовой;['TYPE', 'TYPE', 'TYPE']
чай зеленый с;['TYPE', 'TYPE', 'O']
чай зеленый с жасмин;['TYPE', 'TYPE', 'O', 'O']
чай зелёный;['TYPE', 'TYPE']
чай зелёный листовой;['TYPE', 'TYPE', 'TYPE']
чай зелёный с жасмином;['TYPE', 'TYPE', 'O', 'O']
чай канди;['TYPE', 'TYPE']
чай каркаде;['TYPE', 'TYPE']
чай каркадэ;['TYPE', 'TYPE']
чай красная цена;['TYPE', 'BRAND', 'BRAND']
чай краснодарский;['TYPE', 'TYPE']
чай красный;['TYPE', 'TYPE']
чай крупнолистовой черный;['TYPE', 'TYPE', 'TYPE']
чай лестные ягоды;['TYPE', 'O', 'O']
чай липтон;['TYPE', 'BRAND']
чай липтон лимон;['TYPE', 'BRAND', 'TYPE']
чай лист;['TYPE', 'TYPE']
чай листо;['TYPE', 'TYPE']
чай листовой;['TYPE', 'TYPE']
чай листовой ahmad;['TYPE', 'TYPE', 'BRAND']
чай листовой зеленый;['TYPE', 'TYPE', 'TYPE']
чай майский;['TYPE', 'TYPE']
чай майский листовой;['TYPE', 'TYPE', 'TYPE']
чай манго;['TYPE', 'TYPE']
чай молочный улун;['TYPE', 'TYPE', 'TYPE']
чай мохито;['TYPE', 'TYPE']
чай мята;['TYPE', 'TYPE']
чай пак;['TYPE', 'TYPE']
чай паке;['TYPE', 'TYPE']
чай пакетированный;['TYPE', 'TYPE']
чай персик;['TYPE', 'TYPE']
чай ромашка;['TYPE', 'TYPE']
чай с берга;['TYPE', 'O', 'O']
чай с лаймом;['TYPE', 'O', 'O']
чай с лимоном;['TYPE', 'O', 'O']
чай с малиной;['TYPE', 'O', 'O']
чай с ме;['TYPE', 'O', 'O']
чай с мели;['TYPE', 'O', 'O']
чай с мелиссой;['TYPE', 'O', 'O']
чай с пакет;['TYPE', 'O', 'O']
чай с шип;['TYPE', 'O', 'O']
чай с шиповником;['TYPE', 'O', 'O']
чай с ягодами;['TYPE', 'O', 'O']
чай тес;['TYPE', 'TYPE']
чай травяной;['TYPE', 'TYPE']
чай улун;['TYPE', 'TYPE']
чай фруктовый;['TYPE', 'TYPE']
чай чер;['TYPE', 'TYPE']
чай черный;['TYPE', 'TYPE']
чай черный 25;['TYPE', 'TYPE', 'VOLUME']
чай черный richard;['TYPE', 'TYPE', 'BRAND']
чай черный байховый;['TYPE', 'TYPE', 'TYPE']
чай черный в па;['TYPE', 'TYPE', 'O', 'O']
чай черный в пакет;['TYPE', 'TYPE', 'O', 'O']
чай черный в пирамидках;['TYPE', 'TYPE', 'O', 'O']
чай черный крупно;['TYPE', 'TYPE', 'O']
чай черный с бергамотом;['TYPE', 'TYPE', 'O', 'O']
чай черный с мятой;['TYPE', 'TYPE', 'O', 'O']
чай чёрный;['TYPE', 'TYPE']
чай шах;['TYPE', 'TYPE']
чай(;['TYPE']
чайковский;['BRAND']
чайкофский;['BRAND']
чайн;['TYPE']
чайная;['TYPE']
чайная сода;['TYPE', 'TYPE']
чайник электрическ;['TYPE', 'TYPE']
чайник электрически;['TYPE', 'TYPE']
чайники электрическ;['TYPE', 'TYPE']
чайники электрически;['TYPE', 'TYPE']
чайники электрические;['TYPE', 'TYPE']
чайный ассор;['TYPE', 'TYPE']
чайный ассорти;['TYPE', 'TYPE']
чайный напиток;['TYPE', 'TYPE']
чайх;['TYPE']
чайэ;['TYPE']
чак ч;['TYPE', 'TYPE']
чак ча;['TYPE', 'TYPE']
чалат;['TYPE']
чалфетки;['TYPE']
чан рамен;['TYPE', 'TYPE']
чан рамён;['TYPE', 'TYPE']
чана;['TYPE']
чанах;['TYPE']
чанах flor;['TYPE', 'BRAND']
чанах flori;['TYPE', 'BRAND']
чанах умал;['TYPE', 'BRAND']
чанах умала;['TYPE', 'BRAND']
чаппи;['BRAND']
чарка;['TYPE']
чахакбили;['TYPE']
чахахбили;['TYPE']
чахобили;['TYPE']
чахохбили;['TYPE']
чац;['TYPE']
чач;['TYPE']
чаше;['TYPE']
чашек reme;['TYPE', 'BRAND']
чашек remec;['TYPE', 'BRAND']
чашек typhoo;['TYPE', 'BRAND']
чашек typhoon;['TYPE', 'BRAND']
чашк;['TYPE']
чашка;['TYPE']
чашка nouvel;['TYPE', 'BRAND']
чашки domen;['TYPE', 'BRAND']
чашки domeni;['TYPE', 'BRAND']
чашки domenik;['TYPE', 'BRAND']
чашки nad;['TYPE', 'BRAND']
чашки nadi;['TYPE', 'BRAND']
чашки nadin;['TYPE', 'BRAND']
чашки nouvel;['TYPE', 'BRAND']
чашки nouvell;['TYPE', 'BRAND']
чашки nouvelle;['TYPE', 'BRAND']
чашки shenzhe;['TYPE', 'BRAND']
чашки vites;['TYPE', 'BRAND']
чашки vitess;['TYPE', 'BRAND']
чашки vitesse;['TYPE', 'BRAND']
чашкк;['TYPE']
чашхи;['TYPE']
чая ассор;['TYPE', 'TYPE']
чая ассорт;['TYPE', 'TYPE']
чая ассорти;['TYPE', 'TYPE']
чблоки;['TYPE']
чбооки;['TYPE']
чвекла;['TYPE']
чгущенка;['TYPE']
чеббурицца;['TYPE']
чебкреки;['TYPE']
чебоксарсий мясооминат;['O', 'O']
чебрук;['TYPE']
чебупели с мясом;['TYPE', 'O', 'O']
чебупиццаю;['TYPE']
чебупиццу;['TYPE']
чебуппицца;['TYPE']
чебуре;['TYPE']
чебурег;['TYPE']
чебурек;['TYPE']
чебуреков;['TYPE']
чебуреч;['TYPE']
чебурица;['TYPE']
чебурицца;['TYPE']
чебурпицц;['TYPE']
чебюупицца;['TYPE']
чевабчичи;['TYPE']
чевапчи;['TYPE']
чеддер;['TYPE']
чеенослив;['TYPE']
чеичевица;['TYPE']
чекизовси;['O']
чекупила;['TYPE']
челны-хлеб хлеб;['BRAND', 'TYPE']
челны-хлеб хлебцы;['BRAND', 'TYPE']
чемечки;['TYPE']
чемнок;['TYPE']
ченок;['TYPE']
ченослив;['TYPE']
ченыхоло;['O']
чеонослив;['TYPE']
чепрек;['TYPE']
чепсы;['TYPE']
червяк;['TYPE']
червяки;['TYPE']
червяки бон пари;['TYPE', 'BRAND', 'BRAND']
червякм;['TYPE']
черегслив;['TYPE']
череи;['TYPE']
череизово;['TYPE']
черемушки;['TYPE']
черемушки дома;['BRAND', 'O']
черемушки рулет;['BRAND', 'TYPE']
черемушки рулеты;['BRAND', 'TYPE']
черемша;['TYPE']
череослив;['TYPE']
череп;['TYPE']
черепашка;['TYPE']
черешня hort;['TYPE', 'BRAND']
черешня hortex;['TYPE', 'BRAND']
чери;['TYPE']
черкашин ветчи;['BRAND', 'TYPE']
черкашин ветчин;['BRAND', 'TYPE']
черкашин кабачк;['BRAND', 'TYPE']
черкашин кабачки;['BRAND', 'TYPE']
черкизово ветчи;['BRAND', 'TYPE']
черкизово ветчин;['BRAND', 'TYPE']
черкизово ветчина;['BRAND', 'TYPE']
черкизово шпикачк;['BRAND', 'TYPE']
черкизовский например;['BRAND', 'O']
черн. ч;['TYPE', 'TYPE']
черн. чай;['TYPE', 'TYPE']
черная;['TYPE']
черная икра;['TYPE', 'TYPE']
черная карта;['TYPE', 'TYPE']
черная краска для волос;['TYPE', 'TYPE', 'O', 'O']
черни;['TYPE']
черник;['TYPE']
черника papadimitri;['TYPE', 'BRAND']
черника papadimitrio;['TYPE', 'BRAND']
черника papadimitriou;['TYPE', 'BRAND']
черникой;['TYPE']
черничная;['TYPE']
черничное;['TYPE']
черничное варенье;['TYPE', 'TYPE']
черного;['TYPE']
черноголов;['BRAND']
черноголовка карамел;['BRAND', 'TYPE']
черноголовка карамели;['BRAND', 'TYPE']
черноголовка кв;['BRAND', 'TYPE']
черноголовка ква;['BRAND', 'TYPE']
черноголовка квас;['BRAND', 'TYPE']
черноголовки;['TYPE']
черноголовкк;['TYPE']
черноголовку;['TYPE']
черногоовка;['TYPE']
черногооовка;['TYPE']
черногооовкк;['TYPE']
черноловка;['TYPE']
чернолсив;['TYPE']
чернонослив;['TYPE']
черносл;['TYPE']
черносли;['TYPE']
чернослив;['TYPE']
чернослив seeberger;['TYPE', 'BRAND']
чернослив амперса;['TYPE', 'BRAND']
чернослив амперсан;['TYPE', 'BRAND']
чернослив амперсанд;['TYPE', 'BRAND']
чернослив мэ;['TYPE', 'BRAND']
чернослив мэт;['TYPE', 'BRAND']
чернослив мэтр;['TYPE', 'BRAND']
чернослив перекрест;['TYPE', 'BRAND']
чернослив перекресто;['TYPE', 'BRAND']
чернослив производст;['TYPE', 'BRAND']
чернослив производств;['TYPE', 'BRAND']
чернослива;['TYPE']
черносливйч;['TYPE']
черносливом;['TYPE']
чернослиы;['TYPE']
черносмородиновый;['TYPE']
черносслив;['TYPE']
чернрслив;['TYPE']
чернслив;['TYPE']
чернтслив;['TYPE']
черный жемчуг;['TYPE', 'TYPE']
черный кабан;['TYPE', 'TYPE']
черный кофе;['TYPE', 'TYPE']
черный пере;['TYPE', 'TYPE']
черный перец;['TYPE', 'TYPE']
черный ри;['TYPE', 'TYPE']
черный рис;['TYPE', 'TYPE']
черный хлеб;['TYPE', 'TYPE']
черный ч;['TYPE', 'TYPE']
черный ча;['TYPE', 'TYPE']
черный чай листовой;['TYPE', 'TYPE', 'O']
черный чай с бер;['TYPE', 'TYPE', 'O', 'O']
черный чай с бергамотом;['TYPE', 'TYPE', 'O', 'O']
черри;['BRAND']
черры;['TYPE']
чесевица;['TYPE']
чесеое;['TYPE']
чесеок;['TYPE']
чесеочный;['TYPE']
чеслон;['TYPE']
чесн;['TYPE']
чеснлк;['TYPE']
чесннок;['TYPE']
чесно;['TYPE']
чесног;['TYPE']
чесноек;['TYPE']
чесной;['TYPE']
чеснок в упаковке;['TYPE', 'O', 'O']
чеснок молодой;['TYPE', 'TYPE']
чеснок свежий;['TYPE', 'TYPE']
чеснок сух;['TYPE', 'TYPE']
чеснок суш;['TYPE', 'TYPE']
чеснок сушен;['TYPE', 'TYPE']
чеснок сушенный;['TYPE', 'TYPE']
чеснок сушеный;['TYPE', 'TYPE']
чеснок сушоный;['TYPE', 'TYPE']
чеснок сушёный;['TYPE', 'TYPE']
чеснок тенд;['TYPE', 'BRAND']
чеснок тенде;['TYPE', 'BRAND']
чеснок тендер;['TYPE', 'BRAND']
чеснок.;['TYPE']
чеснока;['TYPE']
чесноко;['TYPE']
чесноков;['TYPE']
чесноком;['TYPE']
чеснок⁶;['TYPE']
чеснос;['TYPE']
чеснот;['TYPE']
чесноу;['TYPE']
чесноч;['TYPE']
чесночеые;['TYPE']
чесночна;['TYPE']
чесночная;['TYPE']
чесночнв;['TYPE']
чесночнвй;['TYPE']
чесночно майонезный соус;['TYPE', 'TYPE', 'TYPE']
чесночны;['TYPE']
чесночные;['TYPE']
чесночный;['TYPE']
чесночный соус;['TYPE', 'TYPE']
чесночным;['TYPE']
чеснрк;['TYPE']
чеснтк;['TYPE']
чеснтнок;['TYPE']
чесок;['TYPE']
чесоок;['TYPE']
чесьнок;['TYPE']
чеч;['TYPE']
чечвица;['TYPE']
чечеви;['TYPE']
чечевиа;['TYPE']
чечевиуа;['TYPE']
чечевиц;['TYPE']
чечевица агро-алья;['TYPE', 'BRAND']
чечевица агро-альян;['TYPE', 'BRAND']
чечевица агро-альянс;['TYPE', 'BRAND']
чечевица сте;['TYPE', 'BRAND']
чечевица степь;['TYPE', 'BRAND']
чечевицан;['TYPE']
чечевицв;['TYPE']
чечевицца;['TYPE']
чечевицы;['TYPE']
чечевицы волож;['TYPE', 'BRAND']
чечевицы воложк;['TYPE', 'BRAND']
чечевицы воложка;['TYPE', 'BRAND']
чечевциы;['TYPE']
чечел;['BRAND']
чечивиц;['TYPE']
чечивица;['TYPE']
чечивтца;['TYPE']
чечил;['TYPE']
чечилл;['TYPE']
чечмл;['TYPE']
чеьупицца;['TYPE']
чеьурек;['TYPE']
чеьуреки;['TYPE']
чеюупицца;['TYPE']
чиа;['TYPE']
чиаба;['TYPE']
чиабат;['TYPE']
чиабата lor;['TYPE', 'BRAND']
чиабата карав;['TYPE', 'BRAND']
чиабата карава;['TYPE', 'BRAND']
чиабата каравай;['TYPE', 'BRAND']
чиабата тагилхл;['TYPE', 'BRAND']
чиабата тагилхле;['TYPE', 'BRAND']
чиабата тагилхлеб;['TYPE', 'BRAND']
чиабата тоб;['TYPE', 'BRAND']
чиабатт;['TYPE']
чиабатта аванга;['TYPE', 'BRAND']
чиабатта авангар;['TYPE', 'BRAND']
чиасы;['TYPE']
чиатта;['O']
чиббата;['TYPE']
чибрец;['TYPE']
чибупхели;['TYPE']
чибурек;['TYPE']
чиесы;['TYPE']
чиесы с крабом;['TYPE', 'O', 'O']
чиз;['TYPE']
чизб;['TYPE']
чизбуигер;['TYPE']
чизбург;['BRAND']
чизбургер;['TYPE']
чизкей;['TYPE']
чизкейе;['TYPE']
чизкейк;['TYPE']
чизьургер;['TYPE']
чикен;['BRAND']
чикорий;['TYPE']
чилли;['TYPE']
чимсы;['TYPE']
чио рио;['BRAND', 'BRAND']
чип;['TYPE']
чипмы из печи;['TYPE', 'O', 'O']
чипс;['TYPE']
чипса;['TYPE']
чипсеки;['TYPE']
чипси;['BRAND']
чипсики;['TYPE']
чипсов;['TYPE']
чипсц;['TYPE']
чипсы 225 гр;['TYPE', 'VOLUME', 'VOLUME']
чипсы dri;['TYPE', 'BRAND']
чипсы lays;['TYPE', 'BRAND']
чипсы pringl;['TYPE', 'BRAND']
чипсы pringle;['TYPE', 'BRAND']
чипсы pringles;['TYPE', 'BRAND']
чипсы бекон;['TYPE', 'TYPE']
чипсы в банках;['TYPE', 'O', 'O']
чипсы в банке;['TYPE', 'O', 'O']
чипсы в печи;['TYPE', 'O', 'O']
чипсы вкус и польза;['TYPE', 'BRAND', 'BRAND', 'BRAND']
чипсы из печи;['TYPE', 'O', 'O']
чипсы картофельные;['TYPE', 'TYPE']
чипсы картофельные соломкой;['TYPE', 'TYPE', 'TYPE']
чипсы краб;['TYPE', 'TYPE']
чипсы крабовые;['TYPE', 'TYPE']
чипсы кукурузные;['TYPE', 'TYPE']
чипсы лейс;['TYPE', 'BRAND']
чипсы лит энерджи;['TYPE', 'BRAND', 'BRAND']
чипсы морская капуста;['TYPE', 'TYPE', 'TYPE']
чипсы мясные;['TYPE', 'TYPE']
чипсы нори;['TYPE', 'TYPE']
чипсы острые;['TYPE', 'TYPE']
чипсы острые \ud83c\udf36️;['TYPE', 'O', 'O']
чипсы острые из;['TYPE', 'O', 'O']
чипсы паприка;['TYPE', 'TYPE']
чипсы русская картошка краб;['TYPE', 'BRAND', 'BRAND', 'TYPE']
чипсы с кр;['TYPE', 'O', 'O']
чипсы с ласосем;['TYPE', 'O', 'O']
чипсы с розмарином;['TYPE', 'O', 'O']
чипсы с соломкой;['TYPE', 'O', 'O']
чипсы с солью;['TYPE', 'TYPE', 'TYPE']
чипсы сметана и лук;['TYPE', 'O', 'O', 'O']
чипсы сухарики п;['TYPE', 'TYPE', 'O']
чипсы сыр;['TYPE', 'TYPE']
чипсы сырные;['TYPE', 'TYPE']
чипсы твистер сыр;['TYPE', 'BRAND', 'BRAND']
чипсы яблочные;['TYPE', 'TYPE']
чипсы,;['TYPE']
чипсы.;['TYPE']
чипсы0;['TYPE']
чипсы~;['TYPE']
чипсыг;['TYPE']
чипсып;['TYPE']
чипсых;['TYPE']
чипся;['TYPE']
чиртаки;['TYPE']
чискейк;['TYPE']
чиснок;['TYPE']
чиспы;['TYPE']
чистая линия;['BRAND', 'BRAND']
чистая линия умавать;['BRAND', 'BRAND', 'O']
чистин;['BRAND']
чисток;['TYPE']
чистолан;['BRAND']
